id,fio,flat_id,move_in_date,move_out_date
431,Филиппов Дмитрий Дмитриевич,278,2024-04-26,2077-01-01
432,Суханова Валентина Владимировна,220,2021-11-10,2077-01-01
433,Лазарева Мария Николаевна,220,2021-12-10,2077-01-01
434,Сидоров Илья Дмитриевич,741,2022-02-11,2077-01-01
435,Петров Денис Владимирович,741,2022-03-13,2077-01-01
436,Антонова Александра Николаевна,741,2022-04-12,2077-01-01
437,Рябова Варвара Павловна,41,2024-07-08,2077-01-01
438,Ефимов Игорь Николаевич,41,2024-08-07,2077-01-01
439,Петрова Елена Андреевна,41,2024-09-06,2077-01-01
440,Гусева Наталья Сергеевна,41,2024-10-06,2077-01-01
441,Дмитриев Никита Иванович,678,2022-05-27,2077-01-01
442,Киселёв Анастасия Андреевна,558,2024-10-06,2077-01-01
443,Антонов Тимофей Дмитриевич,558,2024-11-05,2077-01-01
444,Белов Артём Андреевич,835,2024-09-07,2077-01-01
445,Сидорова Виктория Павловна,835,2024-10-07,2077-01-01
446,Коновалов Владимир Владимирович,835,2024-11-06,2077-01-01
447,Рябова Виктория Андреевна,745,2024-04-16,2077-01-01
448,Бобров Игорь Сергеевич,745,2024-05-16,2077-01-01
449,Соловьёв Марк Сергеевич,745,2024-06-15,2077-01-01
450,Александров Александр Петрович,745,2024-07-15,2077-01-01
451,Казакова София Евгеньевна,852,2023-09-09,2077-01-01
452,Куликова Анастасия Михайловна,655,2023-08-25,2077-01-01
453,Виноградов Николай Павлович,655,2023-09-24,2077-01-01
454,Петрова Ольга Сергеевна,589,2021-11-10,2077-01-01
455,Александров Александр Владимирович,589,2021-12-10,2077-01-01
456,Миронова Анна Петровна,589,2022-01-09,2077-01-01
457,Кудрявцева Галина Павловна,123,2020-12-06,2077-01-01
458,Журавлёв Марк Евгеньевич,123,2021-01-05,2077-01-01
459,Данилов Андрей Павлович,123,2021-02-04,2077-01-01
460,Никифоров Павел Иванович,123,2021-03-06,2077-01-01
461,Николаев Матвей Павлович,481,2022-07-16,2077-01-01
462,Семёнов Олег Николаевич,295,2024-03-24,2077-01-01
463,Ершов Сергей Дмитриевич,295,2024-04-23,2077-01-01
464,Данилова Анастасия Сергеевна,957,2021-09-04,2077-01-01
465,Громов Дмитрий Николаевич,957,2021-10-04,2077-01-01
466,Алексеева София Евгеньевна,957,2021-11-03,2077-01-01
467,Захаров Владимир Николаевич,136,2023-07-21,2077-01-01
468,Соболева Александра Михайловна,136,2023-08-20,2077-01-01
469,Романов Лев Петрович,136,2023-09-19,2077-01-01
470,Волков Константин Петрович,136,2023-10-19,2077-01-01
471,Киселёв Лев Павлович,819,2021-04-28,2077-01-01
472,Антонов Илья Владимирович,425,2022-06-05,2077-01-01
473,Васильева Варвара Павловна,425,2022-07-05,2077-01-01
474,Фролов Игорь Дмитриевич,103,2021-12-23,2077-01-01
475,Королёв Евгений Дмитриевич,103,2022-01-22,2077-01-01
476,Крылова София Андреевна,103,2022-02-21,2077-01-01
477,Виноградова Дарья Сергеевна,681,2022-02-22,2077-01-01
478,Кудрявцева Надежда Дмитриевна,681,2022-03-24,2077-01-01
479,Петрова Надежда Александровна,681,2022-04-23,2077-01-01
480,Виноградов Николай Сергеевич,681,2022-05-23,2077-01-01
481,Цветков Иван Владимирович,968,2022-02-04,2077-01-01
482,Федотова Екатерина Сергеевна,575,2022-06-18,2077-01-01
483,Ершов Иван Владимирович,575,2022-07-18,2077-01-01
484,Орлова Виктория Алексеевна,152,2023-08-17,2077-01-01
485,Зайцева Кристина Николаевна,152,2023-09-16,2077-01-01
486,Казаков Артём Петрович,152,2023-10-16,2077-01-01
487,Егоров Илья Евгеньевич,19,2024-06-18,2077-01-01
488,Николаев Павел Петрович,19,2024-07-18,2077-01-01
489,Голубев Илья Сергеевич,19,2024-08-17,2077-01-01
490,Романов Лев Николаевич,19,2024-09-16,2077-01-01
491,Анисимов Марк Сергеевич,184,2022-11-05,2077-01-01
492,Ефимов Иван Иванович,426,2021-10-30,2077-01-01
493,Тарасова Алёна Андреевна,426,2021-11-29,2077-01-01
494,Ковалёв Андрей Александрович,970,2022-07-13,2077-01-01
495,Матвеев Павел Павлович,970,2022-08-12,2077-01-01
496,Данилова Полина Дмитриевна,970,2022-09-11,2077-01-01
497,Герасимова Полина Дмитриевна,313,2023-01-20,2077-01-01
498,Зайцева Светлана Алексеевна,313,2023-02-19,2077-01-01
499,Титова Вера Андреевна,313,2023-03-21,2077-01-01
500,Морозов Матвей Дмитриевич,313,2023-04-20,2077-01-01
501,Крылова Полина Дмитриевна,672,2022-06-13,2077-01-01
502,Кудрявцев Алексей Алексеевич,207,2024-02-07,2077-01-01
503,Фомина Дарья Евгеньевна,207,2024-03-08,2077-01-01
504,Соболев Илья Дмитриевич,266,2021-04-11,2077-01-01
505,Михайлов Денис Евгеньевич,266,2021-05-11,2077-01-01
506,Анисимова Юлия Ивановна,266,2021-06-10,2077-01-01
507,Матвеев Марк Иванович,755,2021-09-30,2077-01-01
508,Тарасов Лев Андреевич,755,2021-10-30,2077-01-01
509,Рябов Игорь Михайлович,755,2021-11-29,2077-01-01
510,Рябов Руслан Евгеньевич,755,2021-12-29,2077-01-01
511,Петухова Юлия Павловна,930,2022-07-30,2077-01-01
512,Филиппова София Дмитриевна,552,2024-11-11,2077-01-01
513,Суханов Лев Петрович,552,2024-12-11,2077-01-01
514,Воробьёв Артём Андреевич,222,2022-02-15,2077-01-01
515,Иванова София Павловна,222,2022-03-17,2077-01-01
516,Комарова Татьяна Алексеевна,222,2022-04-16,2077-01-01
517,Петухова Мария Ивановна,994,2024-07-26,2077-01-01
518,Кудрявцева Наталья Ивановна,994,2024-08-25,2077-01-01
519,Беляев Марк Алексеевич,994,2024-09-24,2077-01-01
520,Миронова Полина Андреевна,994,2024-10-24,2077-01-01
521,Петухов Кирилл Иванович,710,2024-04-30,2077-01-01
522,Филиппова Валентина Сергеевна,899,2024-03-18,2077-01-01
523,Миронов Никита Дмитриевич,899,2024-04-17,2077-01-01
524,Громов Кирилл Владимирович,991,2022-04-12,2077-01-01
525,Денисов Егор Сергеевич,991,2022-05-12,2077-01-01
526,Тарасов Евгений Иванович,991,2022-06-11,2077-01-01
527,Соловьёв Марк Алексеевич,527,2023-03-17,2077-01-01
528,Морозова Александра Александровна,527,2023-04-16,2077-01-01
529,Сидоров Матвей Алексеевич,527,2023-05-16,2077-01-01
530,Фролов Денис Павлович,527,2023-06-15,2077-01-01
531,Суханова Дарья Николаевна,405,2021-11-02,2077-01-01
532,Беляева Валентина Ивановна,733,2022-05-22,2077-01-01
533,Зайцев Сергей Николаевич,733,2022-06-21,2077-01-01
534,Калинина Виктория Ивановна,473,2020-12-11,2077-01-01
535,Макарова Варвара Александровна,473,2021-01-10,2077-01-01
536,Романов Иван Евгеньевич,473,2021-02-09,2077-01-01
537,Коновалова Алёна Михайловна,478,2021-03-24,2077-01-01
538,Казакова Анна Владимировна,478,2021-04-23,2077-01-01
539,Беляев Руслан Сергеевич,478,2021-05-23,2077-01-01
540,Миронова Людмила Петровна,478,2021-06-22,2077-01-01
541,Воробьёв Варвара Дмитриевна,607,2022-10-13,2077-01-01
542,Филиппова Наталья Евгеньевна,150,2024-01-23,2077-01-01
543,Пономарёв Ольга Петровна,150,2024-02-22,2077-01-01
544,Куликова Дарья Павловна,889,2024-03-19,2077-01-01
545,Кузьмина Екатерина Андреевна,889,2024-04-18,2077-01-01
546,Миронова Александра Михайловна,889,2024-05-18,2077-01-01
547,Пономарёв Елена Михайловна,10,2024-04-18,2077-01-01
548,Лебедев Олег Александрович,10,2024-05-18,2077-01-01
549,Белова Людмила Евгеньевна,10,2024-06-17,2077-01-01
550,Калинина Людмила Евгеньевна,10,2024-07-17,2077-01-01
551,Соболева Кристина Николаевна,785,2022-06-07,2077-01-01
552,Морозов Марк Николаевич,226,2021-12-08,2077-01-01
553,Григорьева Екатерина Алексеевна,226,2022-01-07,2077-01-01
554,Николаева Варвара Евгеньевна,69,2023-09-02,2077-01-01
555,Титова Екатерина Михайловна,69,2023-10-02,2077-01-01
556,Фёдорова Надежда Николаевна,69,2023-11-01,2077-01-01
557,Егоров Игорь Николаевич,355,2021-03-15,2077-01-01
558,Цветков Олег Павлович,355,2021-04-14,2077-01-01
